file,plurality,top4_plurality,IRV,top4_IRV,top-two,top4_top-two,borda-pm,top4_borda-pm,top-3-truncation,top4_top-3-truncation,condorcet,top4_condorcet,minimax,top4_minimax,smith,top4_smith,smith-minimax,top4_smith-minimax,ranked-pairs,top4_ranked-pairs
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Port Macquarie.csv,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Strathfield.csv,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Epping.csv,PERROTTET Dominic,PERROTTET Dominic,PERROTTET Dominic,PERROTTET Dominic,PERROTTET Dominic,PERROTTET Dominic,PERROTTET Dominic,PERROTTET Dominic,PERROTTET Dominic,PERROTTET Dominic,MASCARENHAS Alan,MASCARENHAS Alan,MASCARENHAS Alan,MASCARENHAS Alan,MASCARENHAS Alan,MASCARENHAS Alan,MASCARENHAS Alan,MASCARENHAS Alan,MASCARENHAS Alan,MASCARENHAS Alan
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Monaro.csv,OVERALL Nichole,OVERALL Nichole,WHAN Steven,WHAN Steven,WHAN Steven,WHAN Steven,WHAN Steven,WHAN Steven,WHAN Steven,WHAN Steven,WHAN Steven,WHAN Steven,WHAN Steven,WHAN Steven,WHAN Steven,WHAN Steven,WHAN Steven,WHAN Steven,WHAN Steven,WHAN Steven
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Penrith.csv,AYRES Stuart,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Barwon.csv,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Vaucluse.csv,SLOANE Kellie,SLOANE Kellie,SLOANE Kellie,SLOANE Kellie,SLOANE Kellie,SLOANE Kellie,SLOANE Kellie,SLOANE Kellie,SLOANE Kellie,SLOANE Kellie,FREYER Karen,FREYER Karen,FREYER Karen,FREYER Karen,FREYER Karen,FREYER Karen,FREYER Karen,FREYER Karen,FREYER Karen,FREYER Karen
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Kogarah.csv,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Mount Druitt.csv,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wollondilly.csv,SMITH Nathaniel,SMITH Nathaniel,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Liverpool.csv,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Maitland.csv,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Goulburn.csv,TUCKERMAN Wendy,TUCKERMAN Wendy,TUCKERMAN Wendy,TUCKERMAN Wendy,TUCKERMAN Wendy,TUCKERMAN Wendy,PILBROW Michael,TUCKERMAN Wendy,TUCKERMAN Wendy,TUCKERMAN Wendy,PILBROW Michael,PILBROW Michael,PILBROW Michael,PILBROW Michael,PILBROW Michael,PILBROW Michael,PILBROW Michael,PILBROW Michael,PILBROW Michael,PILBROW Michael
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Upper Hunter.csv,LAYZELL Dave,LAYZELL Dave,LAYZELL Dave,LAYZELL Dave,LAYZELL Dave,LAYZELL Dave,LAYZELL Dave,LAYZELL Dave,LAYZELL Dave,LAYZELL Dave,WATSON Peree,WATSON Peree,WATSON Peree,WATSON Peree,WATSON Peree,WATSON Peree,WATSON Peree,WATSON Peree,WATSON Peree,WATSON Peree
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Cabramatta.csv,VO Tri,VO Tri,VO Tri,VO Tri,VO Tri,VO Tri,VO Tri,VO Tri,VO Tri,VO Tri,VO Tri,VO Tri,VO Tri,VO Tri,VO Tri,VO Tri,VO Tri,VO Tri,VO Tri,VO Tri
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Hornsby.csv,KEAN Matt,KEAN Matt,KEAN Matt,KEAN Matt,KEAN Matt,KEAN Matt,KEAN Matt,KEAN Matt,KEAN Matt,KEAN Matt,HOILE Melissa,HOILE Melissa,HOILE Melissa,HOILE Melissa,HOILE Melissa,HOILE Melissa,HOILE Melissa,HOILE Melissa,HOILE Melissa,HOILE Melissa
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Badgerys Creek.csv,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Campbelltown.csv,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Willoughby.csv,JAMES Tim,JAMES Tim,JAMES Tim,JAMES Tim,JAMES Tim,JAMES Tim,PENN Larissa,JAMES Tim,JAMES Tim,JAMES Tim,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Heffron.csv,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Kellyville.csv,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,KARKI Alex,KARKI Alex,KARKI Alex,KARKI Alex,KARKI Alex,KARKI Alex,KARKI Alex,KARKI Alex,KARKI Alex,KARKI Alex
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Drummoyne.csv,DI PASQUA Stephanie,DI PASQUA Stephanie,DI PASQUA Stephanie,DI PASQUA Stephanie,DI PASQUA Stephanie,DI PASQUA Stephanie,LITTLE Julia,LITTLE Julia,LITTLE Julia,LITTLE Julia,LITTLE Julia,LITTLE Julia,LITTLE Julia,LITTLE Julia,LITTLE Julia,LITTLE Julia,LITTLE Julia,LITTLE Julia,LITTLE Julia,LITTLE Julia
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Heathcote.csv,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Oxley.csv,KEMP Michael,KEMP Michael,KEMP Michael,KEMP Michael,KEMP Michael,KEMP Michael,KEMP Michael,KEMP Michael,KEMP Michael,KEMP Michael,VIGORS Gregory,VIGORS Gregory,VIGORS Gregory,VIGORS Gregory,VIGORS Gregory,VIGORS Gregory,VIGORS Gregory,VIGORS Gregory,VIGORS Gregory,VIGORS Gregory
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Hawkesbury.csv,PRESTON Robyn,PRESTON Robyn,PRESTON Robyn,PRESTON Robyn,PRESTON Robyn,PRESTON Robyn,PRESTON Robyn,PRESTON Robyn,PRESTON Robyn,PRESTON Robyn,KOTLASH Amanda,KOTLASH Amanda,KOTLASH Amanda,KOTLASH Amanda,KOTLASH Amanda,KOTLASH Amanda,KOTLASH Amanda,KOTLASH Amanda,KOTLASH Amanda,KOTLASH Amanda
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Coffs Harbour.csv,SINGH Gurmesh,SINGH Gurmesh,SINGH Gurmesh,SINGH Gurmesh,SINGH Gurmesh,SINGH Gurmesh,SINGH Gurmesh,SINGH Gurmesh,SINGH Gurmesh,SINGH Gurmesh,JUDGE Tony,JUDGE Tony,JUDGE Tony,JUDGE Tony,JUDGE Tony,JUDGE Tony,JUDGE Tony,JUDGE Tony,JUDGE Tony,JUDGE Tony
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Maroubra.csv,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Cessnock.csv,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Winston Hills.csv,TAYLOR Mark,TAYLOR Mark,TAYLOR Mark,TAYLOR Mark,TAYLOR Mark,TAYLOR Mark,PANDEY Sameer,PANDEY Sameer,PANDEY Sameer,PANDEY Sameer,PANDEY Sameer,PANDEY Sameer,PANDEY Sameer,PANDEY Sameer,PANDEY Sameer,PANDEY Sameer,PANDEY Sameer,PANDEY Sameer,PANDEY Sameer,PANDEY Sameer
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Bathurst.csv,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data North Shore.csv,WILSON Felicity,WILSON Felicity,WILSON Felicity,WILSON Felicity,WILSON Felicity,WILSON Felicity,WILSON Felicity,WILSON Felicity,WILSON Felicity,WILSON Felicity,CONWAY Helen,CONWAY Helen,CONWAY Helen,CONWAY Helen,CONWAY Helen,CONWAY Helen,CONWAY Helen,CONWAY Helen,CONWAY Helen,CONWAY Helen
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wagga Wagga.csv,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Lane Cove.csv,ROBERTS Anthony,ROBERTS Anthony,ROBERTS Anthony,ROBERTS Anthony,ROBERTS Anthony,ROBERTS Anthony,ROBERTS Anthony,ROBERTS Anthony,ROBERTS Anthony,ROBERTS Anthony,DAVIDSON Victoria,DAVIDSON Victoria,DAVIDSON Victoria,DAVIDSON Victoria,DAVIDSON Victoria,DAVIDSON Victoria,DAVIDSON Victoria,DAVIDSON Victoria,DAVIDSON Victoria,DAVIDSON Victoria
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Dubbo.csv,SAUNDERS Dugald,SAUNDERS Dugald,SAUNDERS Dugald,SAUNDERS Dugald,SAUNDERS Dugald,SAUNDERS Dugald,SAUNDERS Dugald,SAUNDERS Dugald,SAUNDERS Dugald,SAUNDERS Dugald,BLACK Josh,BLACK Josh,BLACK Josh,BLACK Josh,BLACK Josh,BLACK Josh,BLACK Josh,BLACK Josh,BLACK Josh,BLACK Josh
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Lismore.csv,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Tweed.csv,PROVEST Geoff,PROVEST Geoff,PROVEST Geoff,PROVEST Geoff,PROVEST Geoff,PROVEST Geoff,PROVEST Geoff,PROVEST Geoff,PROVEST Geoff,PROVEST Geoff,ELLIOT Craig,ELLIOT Craig,ELLIOT Craig,ELLIOT Craig,ELLIOT Craig,ELLIOT Craig,ELLIOT Craig,ELLIOT Craig,ELLIOT Craig,ELLIOT Craig
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Ballina.csv,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Ryde.csv,LANE Jordan,LANE Jordan,LANE Jordan,LANE Jordan,LANE Jordan,LANE Jordan,HOWISON Lyndal,HOWISON Lyndal,HOWISON Lyndal,HOWISON Lyndal,HOWISON Lyndal,HOWISON Lyndal,HOWISON Lyndal,HOWISON Lyndal,HOWISON Lyndal,HOWISON Lyndal,HOWISON Lyndal,HOWISON Lyndal,HOWISON Lyndal,HOWISON Lyndal
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Keira.csv,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Canterbury.csv,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Granville.csv,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Macquarie Fields.csv,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Prospect.csv,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Newcastle.csv,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wallsend.csv,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Port Stephens.csv,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wakehurst.csv,WILLIAMS Toby,WILLIAMS Toby,REGAN Michael,REGAN Michael,REGAN Michael,REGAN Michael,REGAN Michael,REGAN Michael,REGAN Michael,REGAN Michael,REGAN Michael,REGAN Michael,REGAN Michael,REGAN Michael,REGAN Michael,REGAN Michael,REGAN Michael,REGAN Michael,REGAN Michael,REGAN Michael
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Cootamundra.csv,COOKE Steph,COOKE Steph,COOKE Steph,COOKE Steph,COOKE Steph,COOKE Steph,COOKE Steph,COOKE Steph,COOKE Steph,COOKE Steph,COOKE Steph,COOKE Steph,COOKE Steph,COOKE Steph,COOKE Steph,COOKE Steph,COOKE Steph,COOKE Steph,COOKE Steph,COOKE Steph
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Terrigal.csv,CROUCH Adam,CROUCH Adam,CROUCH Adam,CROUCH Adam,CROUCH Adam,CROUCH Adam,BOUGHTON Sam,BOUGHTON Sam,BOUGHTON Sam,BOUGHTON Sam,BOUGHTON Sam,BOUGHTON Sam,BOUGHTON Sam,BOUGHTON Sam,BOUGHTON Sam,BOUGHTON Sam,BOUGHTON Sam,BOUGHTON Sam,BOUGHTON Sam,BOUGHTON Sam
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Holsworthy.csv,AYYAD Tina,AYYAD Tina,AYYAD Tina,AYYAD Tina,AYYAD Tina,AYYAD Tina,MARONEY Mick,MARONEY Mick,MARONEY Mick,MARONEY Mick,MARONEY Mick,MARONEY Mick,MARONEY Mick,MARONEY Mick,MARONEY Mick,MARONEY Mick,MARONEY Mick,MARONEY Mick,MARONEY Mick,MARONEY Mick
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Manly.csv,GRIFFIN James,GRIFFIN James,GRIFFIN James,GRIFFIN James,GRIFFIN James,GRIFFIN James,GRIFFIN James,GRIFFIN James,GRIFFIN James,GRIFFIN James,HACKMAN Joeline,HACKMAN Joeline,HACKMAN Joeline,HACKMAN Joeline,HACKMAN Joeline,HACKMAN Joeline,HACKMAN Joeline,HACKMAN Joeline,HACKMAN Joeline,HACKMAN Joeline
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wollongong.csv,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Albury.csv,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Bankstown.csv,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad
