Index,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,Num cands,Num seats
LE5424,AARON BULLEN,MICHELLE MILES,CHRIS CONDIE,NICOLE KUNZE,CAMI PURTSCHERT,ETHAN M. ERICKSON,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,9,2
LE5425,PAUL HANCOCK,MONTANE C HAMILTON,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,CAMI PURTSCHERT,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE5426,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,LORI MCINTOSH LE,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE5427,NICOLE KUNZE,AARON BULLEN,CAMI PURTSCHERT,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,MONTANE C HAMILTON,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE5428,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,MONTANE C HAMILTON,MICHELLE MILES,LORI MCINTOSH LE,CAMI PURTSCHERT,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE5429,CHRIS CONDIE,MICHELLE MILES,PAUL HANCOCK,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,NICOLE KUNZE,ETHAN M. ERICKSON,9,2
LE5430,CHRIS CONDIE,AARON BULLEN,PAUL HANCOCK,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,9,2
LE5431,CAMI PURTSCHERT,NICOLE KUNZE,ETHAN M. ERICKSON,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,AARON BULLEN,MONTANE C HAMILTON,MICHELLE MILES,9,2
LE5432,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5433,AARON BULLEN,CAMI PURTSCHERT,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5435,AARON BULLEN,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,9,2
LE5436,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,AARON BULLEN,NICOLE KUNZE,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE5437,CHRIS CONDIE,MONTANE C HAMILTON,PAUL HANCOCK,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE5438,NICOLE KUNZE,CAMI PURTSCHERT,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE5439,CAMI PURTSCHERT,MICHELLE MILES,AARON BULLEN,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,9,2
LE5440,MICHELLE MILES,LORI MCINTOSH LE,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,CHRIS CONDIE,MONTANE C HAMILTON,skipped,9,2
LE5441,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,PAUL HANCOCK,CHRIS CONDIE,skipped,skipped,skipped,skipped,9,2
LE5442,CAMI PURTSCHERT,MICHELLE MILES,AARON BULLEN,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,9,2
LE5443,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,MICHELLE MILES,ETHAN M. ERICKSON,CAMI PURTSCHERT,MONTANE C HAMILTON,AARON BULLEN,9,2
LE5444,MICHELLE MILES,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5445,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,CAMI PURTSCHERT,ETHAN M. ERICKSON,MICHELLE MILES,9,2
LE5446,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,MICHELLE MILES,AARON BULLEN,9,2
LE5447,AARON BULLEN,MICHELLE MILES,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,ETHAN M. ERICKSON,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,9,2
LE5448,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5449,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,MICHELLE MILES,ETHAN M. ERICKSON,MONTANE C HAMILTON,CAMI PURTSCHERT,LORI MCINTOSH LE,9,2
LE5450,MICHELLE MILES,LORI MCINTOSH LE,NICOLE KUNZE,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE5451,LORI MCINTOSH LE,PAUL HANCOCK,MONTANE C HAMILTON,CHRIS CONDIE,MICHELLE MILES,NICOLE KUNZE,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE5452,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,CAMI PURTSCHERT,MONTANE C HAMILTON,LORI MCINTOSH LE,CHRIS CONDIE,PAUL HANCOCK,9,2
LE5453,AARON BULLEN,MICHELLE MILES,CAMI PURTSCHERT,LORI MCINTOSH LE,ETHAN M. ERICKSON,NICOLE KUNZE,CHRIS CONDIE,MONTANE C HAMILTON,PAUL HANCOCK,9,2
LE5454,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,9,2
LE5455,PAUL HANCOCK,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5456,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5457,LORI MCINTOSH LE,MICHELLE MILES,CHRIS CONDIE,NICOLE KUNZE,MONTANE C HAMILTON,PAUL HANCOCK,CAMI PURTSCHERT,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE5458,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5460,CHRIS CONDIE,LORI MCINTOSH LE,AARON BULLEN,NICOLE KUNZE,MICHELLE MILES,MONTANE C HAMILTON,PAUL HANCOCK,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE5461,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE5462,NICOLE KUNZE,LORI MCINTOSH LE,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,CHRIS CONDIE,PAUL HANCOCK,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE5463,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,ETHAN M. ERICKSON,PAUL HANCOCK,CHRIS CONDIE,9,2
LE5464,NICOLE KUNZE,AARON BULLEN,CAMI PURTSCHERT,MICHELLE MILES,LORI MCINTOSH LE,MONTANE C HAMILTON,ETHAN M. ERICKSON,PAUL HANCOCK,CHRIS CONDIE,9,2
LE5465,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5466,PAUL HANCOCK,AARON BULLEN,LORI MCINTOSH LE,NICOLE KUNZE,ETHAN M. ERICKSON,CAMI PURTSCHERT,MONTANE C HAMILTON,MICHELLE MILES,CHRIS CONDIE,9,2
LE5467,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,CAMI PURTSCHERT,MONTANE C HAMILTON,CHRIS CONDIE,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE5468,CHRIS CONDIE,PAUL HANCOCK,AARON BULLEN,NICOLE KUNZE,LORI MCINTOSH LE,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE5469,CAMI PURTSCHERT,NICOLE KUNZE,LORI MCINTOSH LE,PAUL HANCOCK,MONTANE C HAMILTON,AARON BULLEN,MICHELLE MILES,CHRIS CONDIE,ETHAN M. ERICKSON,9,2
LE5470,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,ETHAN M. ERICKSON,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,9,2
LE5471,MICHELLE MILES,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5474,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,CHRIS CONDIE,CAMI PURTSCHERT,AARON BULLEN,MONTANE C HAMILTON,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE5475,PAUL HANCOCK,NICOLE KUNZE,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5476,CHRIS CONDIE,PAUL HANCOCK,AARON BULLEN,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,ETHAN M. ERICKSON,CAMI PURTSCHERT,MONTANE C HAMILTON,9,2
LE5477,LORI MCINTOSH LE,NICOLE KUNZE,MICHELLE MILES,CHRIS CONDIE,MONTANE C HAMILTON,PAUL HANCOCK,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE5479,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,CAMI PURTSCHERT,NICOLE KUNZE,MICHELLE MILES,ETHAN M. ERICKSON,AARON BULLEN,LORI MCINTOSH LE,9,2
LE5480,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,9,2
LE5481,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,MICHELLE MILES,PAUL HANCOCK,skipped,skipped,skipped,skipped,9,2
LE5482,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,MONTANE C HAMILTON,MICHELLE MILES,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE5483,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,skipped,9,2
LE5485,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,ETHAN M. ERICKSON,CAMI PURTSCHERT,MICHELLE MILES,9,2
LE5486,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,CHRIS CONDIE,ETHAN M. ERICKSON,LORI MCINTOSH LE,NICOLE KUNZE,PAUL HANCOCK,CAMI PURTSCHERT,9,2
LE5487,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,CHRIS CONDIE,AARON BULLEN,CAMI PURTSCHERT,MONTANE C HAMILTON,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE5488,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,9,2
LE5489,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,CAMI PURTSCHERT,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE5490,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,LORI MCINTOSH LE,NICOLE KUNZE,PAUL HANCOCK,ETHAN M. ERICKSON,MONTANE C HAMILTON,skipped,9,2
LE5491,LORI MCINTOSH LE,AARON BULLEN,PAUL HANCOCK,CHRIS CONDIE,MONTANE C HAMILTON,CAMI PURTSCHERT,NICOLE KUNZE,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE5493,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,MICHELLE MILES,AARON BULLEN,LORI MCINTOSH LE,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE5494,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5495,CAMI PURTSCHERT,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,AARON BULLEN,MONTANE C HAMILTON,PAUL HANCOCK,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE5496,AARON BULLEN,ETHAN M. ERICKSON,CHRIS CONDIE,PAUL HANCOCK,CAMI PURTSCHERT,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,NICOLE KUNZE,9,2
LE5497,CHRIS CONDIE,MONTANE C HAMILTON,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5498,LORI MCINTOSH LE,ETHAN M. ERICKSON,NICOLE KUNZE,CAMI PURTSCHERT,MICHELLE MILES,MONTANE C HAMILTON,AARON BULLEN,PAUL HANCOCK,CHRIS CONDIE,9,2
LE5499,MONTANE C HAMILTON,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,ETHAN M. ERICKSON,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,9,2
LE5500,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,skipped,skipped,skipped,skipped,skipped,9,2
LE5501,PAUL HANCOCK,LORI MCINTOSH LE,CAMI PURTSCHERT,AARON BULLEN,ETHAN M. ERICKSON,skipped,skipped,skipped,skipped,9,2
LE5502,MICHELLE MILES,CHRIS CONDIE,AARON BULLEN,CAMI PURTSCHERT,NICOLE KUNZE,LORI MCINTOSH LE,PAUL HANCOCK,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE5503,MICHELLE MILES,AARON BULLEN,LORI MCINTOSH LE,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,skipped,9,2
LE5505,AARON BULLEN,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5507,PAUL HANCOCK,AARON BULLEN,NICOLE KUNZE,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,9,2
LE5508,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5509,CHRIS CONDIE,PAUL HANCOCK,CAMI PURTSCHERT,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,MONTANE C HAMILTON,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE5510,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5511,NICOLE KUNZE,LORI MCINTOSH LE,CHRIS CONDIE,MICHELLE MILES,AARON BULLEN,PAUL HANCOCK,MONTANE C HAMILTON,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE5513,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5514,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,CHRIS CONDIE,PAUL HANCOCK,ETHAN M. ERICKSON,AARON BULLEN,MONTANE C HAMILTON,9,2
LE5515,ETHAN M. ERICKSON,AARON BULLEN,NICOLE KUNZE,CHRIS CONDIE,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,9,2
LE5516,AARON BULLEN,MICHELLE MILES,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,ETHAN M. ERICKSON,MONTANE C HAMILTON,PAUL HANCOCK,CHRIS CONDIE,9,2
LE5517,CAMI PURTSCHERT,PAUL HANCOCK,MONTANE C HAMILTON,CHRIS CONDIE,ETHAN M. ERICKSON,NICOLE KUNZE,AARON BULLEN,LORI MCINTOSH LE,MICHELLE MILES,9,2
LE5518,CAMI PURTSCHERT,LORI MCINTOSH LE,PAUL HANCOCK,AARON BULLEN,ETHAN M. ERICKSON,MONTANE C HAMILTON,NICOLE KUNZE,CHRIS CONDIE,MICHELLE MILES,9,2
LE5519,ETHAN M. ERICKSON,CHRIS CONDIE,LORI MCINTOSH LE,MONTANE C HAMILTON,CAMI PURTSCHERT,PAUL HANCOCK,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,9,2
LE5520,CAMI PURTSCHERT,LORI MCINTOSH LE,MONTANE C HAMILTON,CHRIS CONDIE,MICHELLE MILES,NICOLE KUNZE,AARON BULLEN,PAUL HANCOCK,ETHAN M. ERICKSON,9,2
LE5521,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,MICHELLE MILES,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,9,2
LE5522,MICHELLE MILES,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,CAMI PURTSCHERT,LORI MCINTOSH LE,AARON BULLEN,ETHAN M. ERICKSON,NICOLE KUNZE,9,2
LE5524,CAMI PURTSCHERT,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE5525,PAUL HANCOCK,CHRIS CONDIE,MONTANE C HAMILTON,AARON BULLEN,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE5526,NICOLE KUNZE,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,AARON BULLEN,CAMI PURTSCHERT,CHRIS CONDIE,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE5527,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE5528,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,ETHAN M. ERICKSON,PAUL HANCOCK,MONTANE C HAMILTON,MICHELLE MILES,CAMI PURTSCHERT,9,2
LE5529,AARON BULLEN,ETHAN M. ERICKSON,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,PAUL HANCOCK,CHRIS CONDIE,skipped,9,2
LE5530,MICHELLE MILES,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,ETHAN M. ERICKSON,CAMI PURTSCHERT,MONTANE C HAMILTON,9,2
LE5531,CHRIS CONDIE,PAUL HANCOCK,MICHELLE MILES,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,MONTANE C HAMILTON,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE5532,MICHELLE MILES,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,CHRIS CONDIE,CAMI PURTSCHERT,ETHAN M. ERICKSON,AARON BULLEN,MONTANE C HAMILTON,9,2
LE5533,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,CHRIS CONDIE,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE5534,MICHELLE MILES,AARON BULLEN,NICOLE KUNZE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,9,2
LE5535,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,CHRIS CONDIE,AARON BULLEN,NICOLE KUNZE,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE5536,PAUL HANCOCK,MICHELLE MILES,MONTANE C HAMILTON,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,ETHAN M. ERICKSON,AARON BULLEN,skipped,9,2
LE5538,CAMI PURTSCHERT,AARON BULLEN,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,MONTANE C HAMILTON,NICOLE KUNZE,ETHAN M. ERICKSON,MICHELLE MILES,9,2
LE5539,NICOLE KUNZE,AARON BULLEN,PAUL HANCOCK,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,CHRIS CONDIE,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE5540,NICOLE KUNZE,CHRIS CONDIE,AARON BULLEN,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,skipped,9,2
LE5541,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5542,NICOLE KUNZE,LORI MCINTOSH LE,PAUL HANCOCK,CAMI PURTSCHERT,CHRIS CONDIE,MICHELLE MILES,MONTANE C HAMILTON,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE5543,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,CAMI PURTSCHERT,AARON BULLEN,ETHAN M. ERICKSON,NICOLE KUNZE,skipped,9,2
LE5544,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,NICOLE KUNZE,LORI MCINTOSH LE,CAMI PURTSCHERT,ETHAN M. ERICKSON,MONTANE C HAMILTON,AARON BULLEN,9,2
LE5545,CHRIS CONDIE,CAMI PURTSCHERT,NICOLE KUNZE,PAUL HANCOCK,LORI MCINTOSH LE,MICHELLE MILES,MONTANE C HAMILTON,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE5546,PAUL HANCOCK,CAMI PURTSCHERT,CHRIS CONDIE,AARON BULLEN,NICOLE KUNZE,LORI MCINTOSH LE,ETHAN M. ERICKSON,MONTANE C HAMILTON,MICHELLE MILES,9,2
LE5547,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,AARON BULLEN,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE5548,MICHELLE MILES,ETHAN M. ERICKSON,CAMI PURTSCHERT,CHRIS CONDIE,MONTANE C HAMILTON,AARON BULLEN,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,9,2
LE5549,MONTANE C HAMILTON,NICOLE KUNZE,CHRIS CONDIE,CAMI PURTSCHERT,PAUL HANCOCK,LORI MCINTOSH LE,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE5550,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,ETHAN M. ERICKSON,skipped,skipped,skipped,9,2
LE5551,AARON BULLEN,MICHELLE MILES,CAMI PURTSCHERT,LORI MCINTOSH LE,ETHAN M. ERICKSON,skipped,skipped,skipped,skipped,9,2
LE5552,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,ETHAN M. ERICKSON,skipped,skipped,skipped,9,2
LE5553,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,MONTANE C HAMILTON,LORI MCINTOSH LE,NICOLE KUNZE,PAUL HANCOCK,CHRIS CONDIE,ETHAN M. ERICKSON,9,2
LE5554,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,MICHELLE MILES,LORI MCINTOSH LE,AARON BULLEN,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE5555,NICOLE KUNZE,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,AARON BULLEN,CAMI PURTSCHERT,CHRIS CONDIE,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE5556,PAUL HANCOCK,MICHELLE MILES,AARON BULLEN,CHRIS CONDIE,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,CAMI PURTSCHERT,NICOLE KUNZE,9,2
LE5557,AARON BULLEN,MICHELLE MILES,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5558,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,AARON BULLEN,PAUL HANCOCK,CHRIS CONDIE,MONTANE C HAMILTON,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE5559,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,MONTANE C HAMILTON,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE5560,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,AARON BULLEN,PAUL HANCOCK,CHRIS CONDIE,MONTANE C HAMILTON,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE5561,CHRIS CONDIE,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,9,2
LE5562,NICOLE KUNZE,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5563,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,MICHELLE MILES,MONTANE C HAMILTON,AARON BULLEN,LORI MCINTOSH LE,9,2
LE5564,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,MONTANE C HAMILTON,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE5566,NICOLE KUNZE,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,AARON BULLEN,CAMI PURTSCHERT,CHRIS CONDIE,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE5567,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,MONTANE C HAMILTON,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE5568,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,PAUL HANCOCK,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,9,2
LE5569,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE5571,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,LORI MCINTOSH LE,ETHAN M. ERICKSON,MONTANE C HAMILTON,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,9,2
LE5572,LORI MCINTOSH LE,CHRIS CONDIE,NICOLE KUNZE,MONTANE C HAMILTON,MICHELLE MILES,PAUL HANCOCK,CAMI PURTSCHERT,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE5573,AARON BULLEN,NICOLE KUNZE,CHRIS CONDIE,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,9,2
LE5574,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,NICOLE KUNZE,skipped,skipped,skipped,skipped,9,2
LE5575,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,9,2
LE5576,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,MICHELLE MILES,MONTANE C HAMILTON,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
