VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5,rank6,rank7
PP,Batemans Bay Comm Cntr,2270,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2271,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2272,Formal,MP,HARRISON N (Tubby),SMITH Gary,GRACE David,POLLOCK Rob,STARMER Karyn,WORTHINGTON Alison,skipped
PP,Batemans Bay Comm Cntr,2273,Formal,MP,HARRISON N (Tubby),POLLOCK Rob,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2274,Formal,MP,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,STARMER Karyn,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2275,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2276,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2277,Formal,MP,HARRISON N (Tubby),SMITH Gary,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2278,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2279,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2280,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2281,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2282,Formal,MP,HARRISON N (Tubby),STARMER Karyn,POLLOCK Rob,HATCHER Mat,WORTHINGTON Alison,GRACE David,SMITH Gary
PP,Batemans Bay Comm Cntr,2283,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2284,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2285,Formal,MP,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,STARMER Karyn,SMITH Gary,GRACE David,WORTHINGTON Alison
PP,Batemans Bay Comm Cntr,2286,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2287,Formal,MP,HARRISON N (Tubby),POLLOCK Rob,SMITH Gary,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2288,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2289,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2290,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2291,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2292,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2293,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2294,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2295,Formal,MP,HATCHER Mat,POLLOCK Rob,STARMER Karyn,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2296,Formal,MP,HATCHER Mat,SMITH Gary,POLLOCK Rob,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2297,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2298,Formal,MP,HATCHER Mat,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2299,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2300,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2301,Formal,MP,HATCHER Mat,HARRISON N (Tubby),SMITH Gary,GRACE David,POLLOCK Rob,WORTHINGTON Alison,STARMER Karyn
PP,Batemans Bay Comm Cntr,2302,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2303,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2304,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2305,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2306,Formal,MP,HATCHER Mat,GRACE David,HARRISON N (Tubby),POLLOCK Rob,STARMER Karyn,SMITH Gary,WORTHINGTON Alison
PP,Batemans Bay Comm Cntr,2307,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2308,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2309,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2310,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2311,Formal,MP,HATCHER Mat,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2312,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2313,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2314,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2315,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2316,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2317,Formal,MP,HATCHER Mat,STARMER Karyn,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2318,Formal,MP,HATCHER Mat,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2319,Formal,MP,HATCHER Mat,STARMER Karyn,HARRISON N (Tubby),WORTHINGTON Alison,GRACE David,SMITH Gary,POLLOCK Rob
PP,Batemans Bay Comm Cntr,2320,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2321,Formal,MP,HATCHER Mat,STARMER Karyn,WORTHINGTON Alison,GRACE David,SMITH Gary,HARRISON N (Tubby),POLLOCK Rob
PP,Batemans Bay Comm Cntr,2322,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2323,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2324,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2325,Formal,MP,HATCHER Mat,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2326,Formal,MP,HATCHER Mat,POLLOCK Rob,GRACE David,STARMER Karyn,HARRISON N (Tubby),SMITH Gary,WORTHINGTON Alison
PP,Batemans Bay Comm Cntr,2327,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2328,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2329,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2330,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2331,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2332,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2333,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2334,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2335,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2336,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2337,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2338,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2339,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2340,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2341,Formal,MP,HATCHER Mat,POLLOCK Rob,STARMER Karyn,SMITH Gary,HARRISON N (Tubby),WORTHINGTON Alison,GRACE David
PP,Batemans Bay Comm Cntr,2342,Formal,MP,HARRISON N (Tubby),HATCHER Mat,STARMER Karyn,POLLOCK Rob,SMITH Gary,GRACE David,WORTHINGTON Alison
PP,Batemans Bay Comm Cntr,2343,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2344,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2345,Formal,MP,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2346,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2347,Formal,MP,HARRISON N (Tubby),POLLOCK Rob,HATCHER Mat,STARMER Karyn,SMITH Gary,WORTHINGTON Alison,GRACE David
PP,Batemans Bay Comm Cntr,2348,Formal,MP,HARRISON N (Tubby),STARMER Karyn,POLLOCK Rob,WORTHINGTON Alison,SMITH Gary,GRACE David,HATCHER Mat
PP,Batemans Bay Comm Cntr,2349,Formal,MP,HARRISON N (Tubby),HATCHER Mat,SMITH Gary,POLLOCK Rob,STARMER Karyn,GRACE David,WORTHINGTON Alison
PP,Batemans Bay Comm Cntr,2350,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2351,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2352,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2353,Formal,MP,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2354,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2355,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2356,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2357,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2358,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2359,Formal,MP,HARRISON N (Tubby),POLLOCK Rob,HATCHER Mat,STARMER Karyn,SMITH Gary,GRACE David,WORTHINGTON Alison
PP,Batemans Bay Comm Cntr,2360,Formal,MP,HARRISON N (Tubby),SMITH Gary,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2361,Formal,MP,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,STARMER Karyn,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2362,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2363,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2364,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2365,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2366,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2367,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2368,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2369,Formal,MP,HARRISON N (Tubby),POLLOCK Rob,STARMER Karyn,GRACE David,WORTHINGTON Alison,SMITH Gary,HATCHER Mat
PP,Batemans Bay Comm Cntr,2370,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2371,Formal,MP,HARRISON N (Tubby),POLLOCK Rob,HATCHER Mat,STARMER Karyn,SMITH Gary,GRACE David,WORTHINGTON Alison
PP,Batemans Bay Comm Cntr,2372,Formal,MP,HARRISON N (Tubby),POLLOCK Rob,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2373,Formal,MP,HARRISON N (Tubby),SMITH Gary,HATCHER Mat,POLLOCK Rob,STARMER Karyn,GRACE David,WORTHINGTON Alison
PP,Batemans Bay Comm Cntr,2374,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2375,Formal,MP,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2376,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2377,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2378,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2379,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2380,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2381,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2382,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2383,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2384,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2385,Formal,MP,HARRISON N (Tubby),WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2386,Formal,MP,HARRISON N (Tubby),STARMER Karyn,WORTHINGTON Alison,GRACE David,SMITH Gary,HATCHER Mat,POLLOCK Rob
PP,Batemans Bay Comm Cntr,2387,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2388,Formal,MP,HARRISON N (Tubby),POLLOCK Rob,SMITH Gary,STARMER Karyn,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2389,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2390,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2391,Formal,MP,HARRISON N (Tubby),GRACE David,SMITH Gary,WORTHINGTON Alison,HATCHER Mat,POLLOCK Rob,STARMER Karyn
PP,Batemans Bay Comm Cntr,2392,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2393,Formal,MP,HATCHER Mat,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2394,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2395,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2396,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2397,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2398,Formal,MP,HATCHER Mat,STARMER Karyn,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2399,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2400,Formal,MP,HATCHER Mat,POLLOCK Rob,GRACE David,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2401,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2402,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2403,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2404,Formal,MP,HATCHER Mat,STARMER Karyn,SMITH Gary,HARRISON N (Tubby),skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2405,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2406,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2407,Formal,MP,HATCHER Mat,STARMER Karyn,POLLOCK Rob,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2408,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2409,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2410,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2411,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2412,Formal,MP,HATCHER Mat,POLLOCK Rob,STARMER Karyn,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2413,Formal,MP,HATCHER Mat,STARMER Karyn,SMITH Gary,HARRISON N (Tubby),skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2414,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2415,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2416,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2417,Formal,MP,HATCHER Mat,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2418,Formal,MP,HATCHER Mat,STARMER Karyn,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2419,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2420,Formal,MP,HATCHER Mat,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2421,Formal,MP,HATCHER Mat,SMITH Gary,HARRISON N (Tubby),POLLOCK Rob,STARMER Karyn,GRACE David,WORTHINGTON Alison
PP,Batemans Bay Comm Cntr,2422,Formal,MP,HATCHER Mat,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2423,Formal,MP,HATCHER Mat,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2424,Formal,MP,HATCHER Mat,STARMER Karyn,HARRISON N (Tubby),skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2425,Formal,MP,HATCHER Mat,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2426,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2427,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2428,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2429,Formal,MP,HATCHER Mat,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2430,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2431,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2432,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2433,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2434,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2435,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2436,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2437,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2438,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2439,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2440,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2441,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2442,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2443,Formal,MP,HATCHER Mat,POLLOCK Rob,GRACE David,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2444,Formal,MP,HATCHER Mat,WORTHINGTON Alison,STARMER Karyn,GRACE David,POLLOCK Rob,SMITH Gary,HARRISON N (Tubby)
PP,Batemans Bay Comm Cntr,2445,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2446,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2447,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2448,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,POLLOCK Rob,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2449,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2450,Formal,MP,HATCHER Mat,STARMER Karyn,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2451,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2452,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2453,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2454,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2455,Formal,MP,HATCHER Mat,SMITH Gary,GRACE David,WORTHINGTON Alison,HARRISON N (Tubby),POLLOCK Rob,STARMER Karyn
PP,Batemans Bay Comm Cntr,2456,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2457,Formal,MP,HATCHER Mat,STARMER Karyn,HARRISON N (Tubby),WORTHINGTON Alison,GRACE David,SMITH Gary,POLLOCK Rob
PP,Batemans Bay Comm Cntr,2458,Formal,MP,HATCHER Mat,HARRISON N (Tubby),GRACE David,SMITH Gary,WORTHINGTON Alison,STARMER Karyn,POLLOCK Rob
PP,Batemans Bay Comm Cntr,2459,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2460,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2461,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2462,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2463,Formal,MP,HATCHER Mat,POLLOCK Rob,WORTHINGTON Alison,GRACE David,HARRISON N (Tubby),STARMER Karyn,skipped
PP,Batemans Bay Comm Cntr,2464,Formal,MP,HATCHER Mat,POLLOCK Rob,STARMER Karyn,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2465,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2466,Formal,MP,HATCHER Mat,STARMER Karyn,WORTHINGTON Alison,GRACE David,SMITH Gary,HARRISON N (Tubby),POLLOCK Rob
PP,Batemans Bay Comm Cntr,2467,Formal,MP,HATCHER Mat,SMITH Gary,GRACE David,HARRISON N (Tubby),WORTHINGTON Alison,POLLOCK Rob,STARMER Karyn
PP,Batemans Bay Comm Cntr,2468,Formal,MP,HATCHER Mat,WORTHINGTON Alison,GRACE David,POLLOCK Rob,STARMER Karyn,skipped,skipped
PP,Batemans Bay Comm Cntr,2469,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2470,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2471,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PP,Batemans Bay Comm Cntr,2472,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
