Index,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,numSeats,numCands
LE8830,PAUL HANCOCK,AARON BULLEN,CHRIS CONDIE,NICOLE KUNZE,CAMI PURTSCHERT,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,2,9
LE8831,PAUL HANCOCK,LORI MCINTOSH LE,AARON BULLEN,CHRIS CONDIE,MICHELLE MILES,NICOLE KUNZE,ETHAN M. ERICKSON,MONTANE C HAMILTON,CAMI PURTSCHERT,2,9
LE8832,ETHAN M. ERICKSON,CAMI PURTSCHERT,MONTANE C HAMILTON,LORI MCINTOSH LE,PAUL HANCOCK,AARON BULLEN,NICOLE KUNZE,CHRIS CONDIE,MICHELLE MILES,2,9
LE8833,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,MONTANE C HAMILTON,CHRIS CONDIE,CAMI PURTSCHERT,skipped,skipped,2,9
LE8835,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8836,CAMI PURTSCHERT,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,MICHELLE MILES,LORI MCINTOSH LE,MONTANE C HAMILTON,NICOLE KUNZE,ETHAN M. ERICKSON,2,9
LE8837,CHRIS CONDIE,MONTANE C HAMILTON,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,LORI MCINTOSH LE,PAUL HANCOCK,AARON BULLEN,NICOLE KUNZE,2,9
LE8838,CHRIS CONDIE,NICOLE KUNZE,ETHAN M. ERICKSON,MICHELLE MILES,PAUL HANCOCK,CAMI PURTSCHERT,LORI MCINTOSH LE,AARON BULLEN,MONTANE C HAMILTON,2,9
LE8839,CHRIS CONDIE,PAUL HANCOCK,MICHELLE MILES,NICOLE KUNZE,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,2,9
LE8840,AARON BULLEN,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,CAMI PURTSCHERT,MONTANE C HAMILTON,MICHELLE MILES,LORI MCINTOSH LE,ETHAN M. ERICKSON,2,9
LE8841,CHRIS CONDIE,PAUL HANCOCK,CAMI PURTSCHERT,AARON BULLEN,MICHELLE MILES,LORI MCINTOSH LE,MONTANE C HAMILTON,NICOLE KUNZE,ETHAN M. ERICKSON,2,9
LE8842,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,AARON BULLEN,NICOLE KUNZE,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE8843,MICHELLE MILES,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8844,NICOLE KUNZE,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,CAMI PURTSCHERT,MONTANE C HAMILTON,2,9
LE8845,CHRIS CONDIE,LORI MCINTOSH LE,MICHELLE MILES,PAUL HANCOCK,NICOLE KUNZE,MONTANE C HAMILTON,ETHAN M. ERICKSON,CAMI PURTSCHERT,AARON BULLEN,2,9
LE8846,PAUL HANCOCK,ETHAN M. ERICKSON,CAMI PURTSCHERT,NICOLE KUNZE,CHRIS CONDIE,LORI MCINTOSH LE,MICHELLE MILES,MONTANE C HAMILTON,AARON BULLEN,2,9
LE8847,ETHAN M. ERICKSON,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,MICHELLE MILES,LORI MCINTOSH LE,MONTANE C HAMILTON,CAMI PURTSCHERT,skipped,2,9
LE8849,PAUL HANCOCK,LORI MCINTOSH LE,CAMI PURTSCHERT,MONTANE C HAMILTON,skipped,skipped,skipped,skipped,skipped,2,9
LE8850,CAMI PURTSCHERT,LORI MCINTOSH LE,NICOLE KUNZE,PAUL HANCOCK,AARON BULLEN,MONTANE C HAMILTON,CHRIS CONDIE,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE8851,PAUL HANCOCK,ETHAN M. ERICKSON,AARON BULLEN,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,CAMI PURTSCHERT,MONTANE C HAMILTON,MICHELLE MILES,2,9
LE8852,CHRIS CONDIE,NICOLE KUNZE,CAMI PURTSCHERT,AARON BULLEN,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE8853,CAMI PURTSCHERT,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,AARON BULLEN,CHRIS CONDIE,NICOLE KUNZE,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE8854,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8855,CHRIS CONDIE,AARON BULLEN,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8856,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,LORI MCINTOSH LE,2,9
LE8857,PAUL HANCOCK,MICHELLE MILES,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,AARON BULLEN,CHRIS CONDIE,2,9
LE8858,LORI MCINTOSH LE,AARON BULLEN,NICOLE KUNZE,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,MONTANE C HAMILTON,CHRIS CONDIE,PAUL HANCOCK,2,9
LE8860,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,AARON BULLEN,NICOLE KUNZE,ETHAN M. ERICKSON,MICHELLE MILES,CAMI PURTSCHERT,2,9
LE8861,CHRIS CONDIE,AARON BULLEN,PAUL HANCOCK,MICHELLE MILES,ETHAN M. ERICKSON,MONTANE C HAMILTON,NICOLE KUNZE,LORI MCINTOSH LE,skipped,2,9
LE8862,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,PAUL HANCOCK,CHRIS CONDIE,skipped,2,9
LE8863,CHRIS CONDIE,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,2,9
LE8864,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,PAUL HANCOCK,MICHELLE MILES,CHRIS CONDIE,AARON BULLEN,ETHAN M. ERICKSON,CAMI PURTSCHERT,2,9
LE8865,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,NICOLE KUNZE,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,AARON BULLEN,2,9
LE8866,NICOLE KUNZE,CAMI PURTSCHERT,LORI MCINTOSH LE,MONTANE C HAMILTON,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE8867,CAMI PURTSCHERT,ETHAN M. ERICKSON,AARON BULLEN,CHRIS CONDIE,MICHELLE MILES,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,PAUL HANCOCK,2,9
LE8868,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,MONTANE C HAMILTON,NICOLE KUNZE,CAMI PURTSCHERT,MICHELLE MILES,AARON BULLEN,skipped,2,9
LE8870,NICOLE KUNZE,MICHELLE MILES,ETHAN M. ERICKSON,CAMI PURTSCHERT,AARON BULLEN,LORI MCINTOSH LE,MONTANE C HAMILTON,PAUL HANCOCK,CHRIS CONDIE,2,9
LE8871,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,CAMI PURTSCHERT,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE8872,NICOLE KUNZE,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,PAUL HANCOCK,MICHELLE MILES,CHRIS CONDIE,ETHAN M. ERICKSON,CAMI PURTSCHERT,2,9
LE8873,NICOLE KUNZE,CHRIS CONDIE,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE8875,CAMI PURTSCHERT,ETHAN M. ERICKSON,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8876,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8877,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8878,MICHELLE MILES,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,MONTANE C HAMILTON,2,9
LE8879,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,ETHAN M. ERICKSON,AARON BULLEN,CAMI PURTSCHERT,2,9
LE8880,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,AARON BULLEN,LORI MCINTOSH LE,MICHELLE MILES,MONTANE C HAMILTON,NICOLE KUNZE,ETHAN M. ERICKSON,2,9
LE8882,NICOLE KUNZE,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,CAMI PURTSCHERT,AARON BULLEN,PAUL HANCOCK,CHRIS CONDIE,2,9
LE8883,ETHAN M. ERICKSON,PAUL HANCOCK,NICOLE KUNZE,CAMI PURTSCHERT,AARON BULLEN,MICHELLE MILES,LORI MCINTOSH LE,MONTANE C HAMILTON,CHRIS CONDIE,2,9
LE8884,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,PAUL HANCOCK,NICOLE KUNZE,CHRIS CONDIE,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,2,9
LE8885,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,CAMI PURTSCHERT,AARON BULLEN,MICHELLE MILES,2,9
LE8886,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8887,MONTANE C HAMILTON,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,ETHAN M. ERICKSON,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,AARON BULLEN,2,9
LE8888,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,AARON BULLEN,NICOLE KUNZE,ETHAN M. ERICKSON,2,9
LE8889,CAMI PURTSCHERT,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,MONTANE C HAMILTON,ETHAN M. ERICKSON,MICHELLE MILES,AARON BULLEN,2,9
LE8890,CHRIS CONDIE,PAUL HANCOCK,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8891,CAMI PURTSCHERT,NICOLE KUNZE,MICHELLE MILES,LORI MCINTOSH LE,ETHAN M. ERICKSON,CHRIS CONDIE,AARON BULLEN,PAUL HANCOCK,MONTANE C HAMILTON,2,9
LE8892,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,PAUL HANCOCK,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,ETHAN M. ERICKSON,CAMI PURTSCHERT,2,9
LE8893,MICHELLE MILES,CHRIS CONDIE,MONTANE C HAMILTON,NICOLE KUNZE,AARON BULLEN,PAUL HANCOCK,LORI MCINTOSH LE,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE8894,MICHELLE MILES,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,CHRIS CONDIE,PAUL HANCOCK,2,9
LE8895,LORI MCINTOSH LE,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8896,LORI MCINTOSH LE,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8897,PAUL HANCOCK,MICHELLE MILES,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8898,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE8899,MICHELLE MILES,PAUL HANCOCK,LORI MCINTOSH LE,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,MONTANE C HAMILTON,skipped,2,9
LE8900,CAMI PURTSCHERT,MICHELLE MILES,ETHAN M. ERICKSON,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,2,9
LE8901,LORI MCINTOSH LE,PAUL HANCOCK,MICHELLE MILES,MONTANE C HAMILTON,AARON BULLEN,NICOLE KUNZE,CHRIS CONDIE,ETHAN M. ERICKSON,CAMI PURTSCHERT,2,9
LE8902,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,LORI MCINTOSH LE,MONTANE C HAMILTON,NICOLE KUNZE,MICHELLE MILES,PAUL HANCOCK,CHRIS CONDIE,2,9
LE8903,MONTANE C HAMILTON,CAMI PURTSCHERT,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,AARON BULLEN,NICOLE KUNZE,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE8904,MICHELLE MILES,AARON BULLEN,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8906,MICHELLE MILES,PAUL HANCOCK,LORI MCINTOSH LE,AARON BULLEN,NICOLE KUNZE,ETHAN M. ERICKSON,CAMI PURTSCHERT,MONTANE C HAMILTON,skipped,2,9
LE8907,MICHELLE MILES,ETHAN M. ERICKSON,AARON BULLEN,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,skipped,2,9
LE8908,CAMI PURTSCHERT,NICOLE KUNZE,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,AARON BULLEN,MICHELLE MILES,CHRIS CONDIE,ETHAN M. ERICKSON,2,9
LE8909,CAMI PURTSCHERT,LORI MCINTOSH LE,NICOLE KUNZE,PAUL HANCOCK,AARON BULLEN,MONTANE C HAMILTON,CHRIS CONDIE,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE8910,MICHELLE MILES,AARON BULLEN,LORI MCINTOSH LE,MONTANE C HAMILTON,PAUL HANCOCK,ETHAN M. ERICKSON,CAMI PURTSCHERT,NICOLE KUNZE,CHRIS CONDIE,2,9
LE8911,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE8912,CHRIS CONDIE,CAMI PURTSCHERT,LORI MCINTOSH LE,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,NICOLE KUNZE,ETHAN M. ERICKSON,2,9
LE8913,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,CHRIS CONDIE,LORI MCINTOSH LE,PAUL HANCOCK,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE8914,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,AARON BULLEN,skipped,skipped,2,9
LE8915,NICOLE KUNZE,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,AARON BULLEN,LORI MCINTOSH LE,ETHAN M. ERICKSON,2,9
LE8916,LORI MCINTOSH LE,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,2,9
LE8918,NICOLE KUNZE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8919,CHRIS CONDIE,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,AARON BULLEN,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,2,9
LE8920,CAMI PURTSCHERT,MICHELLE MILES,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,AARON BULLEN,MONTANE C HAMILTON,NICOLE KUNZE,ETHAN M. ERICKSON,2,9
LE8921,MICHELLE MILES,CHRIS CONDIE,MONTANE C HAMILTON,CAMI PURTSCHERT,NICOLE KUNZE,PAUL HANCOCK,ETHAN M. ERICKSON,LORI MCINTOSH LE,AARON BULLEN,2,9
LE8922,NICOLE KUNZE,CHRIS CONDIE,MONTANE C HAMILTON,ETHAN M. ERICKSON,CAMI PURTSCHERT,LORI MCINTOSH LE,PAUL HANCOCK,AARON BULLEN,MICHELLE MILES,2,9
LE8923,AARON BULLEN,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8925,CHRIS CONDIE,LORI MCINTOSH LE,PAUL HANCOCK,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,NICOLE KUNZE,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE8926,CHRIS CONDIE,PAUL HANCOCK,AARON BULLEN,CAMI PURTSCHERT,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE8927,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,CHRIS CONDIE,2,9
LE8928,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,skipped,2,9
LE8929,LORI MCINTOSH LE,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,CHRIS CONDIE,NICOLE KUNZE,AARON BULLEN,ETHAN M. ERICKSON,CAMI PURTSCHERT,2,9
LE8931,MICHELLE MILES,LORI MCINTOSH LE,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,2,9
LE8932,NICOLE KUNZE,CAMI PURTSCHERT,LORI MCINTOSH LE,CHRIS CONDIE,MONTANE C HAMILTON,ETHAN M. ERICKSON,AARON BULLEN,PAUL HANCOCK,MICHELLE MILES,2,9
LE8933,CHRIS CONDIE,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8934,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,skipped,2,9
LE8935,CHRIS CONDIE,MICHELLE MILES,AARON BULLEN,PAUL HANCOCK,NICOLE KUNZE,ETHAN M. ERICKSON,CAMI PURTSCHERT,MONTANE C HAMILTON,LORI MCINTOSH LE,2,9
LE8937,MICHELLE MILES,CHRIS CONDIE,LORI MCINTOSH LE,CAMI PURTSCHERT,NICOLE KUNZE,MONTANE C HAMILTON,AARON BULLEN,PAUL HANCOCK,skipped,2,9
LE8938,LORI MCINTOSH LE,MICHELLE MILES,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,MONTANE C HAMILTON,PAUL HANCOCK,ETHAN M. ERICKSON,2,9
LE8939,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,MICHELLE MILES,AARON BULLEN,NICOLE KUNZE,ETHAN M. ERICKSON,CAMI PURTSCHERT,MONTANE C HAMILTON,2,9
LE8940,MICHELLE MILES,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,NICOLE KUNZE,CAMI PURTSCHERT,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,2,9
LE8941,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,CAMI PURTSCHERT,ETHAN M. ERICKSON,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,2,9
LE8942,LORI MCINTOSH LE,CAMI PURTSCHERT,MICHELLE MILES,MONTANE C HAMILTON,PAUL HANCOCK,AARON BULLEN,ETHAN M. ERICKSON,NICOLE KUNZE,CHRIS CONDIE,2,9
LE8943,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,2,9
LE8944,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,MONTANE C HAMILTON,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,CHRIS CONDIE,CAMI PURTSCHERT,2,9
LE8945,PAUL HANCOCK,CAMI PURTSCHERT,CHRIS CONDIE,MICHELLE MILES,AARON BULLEN,NICOLE KUNZE,LORI MCINTOSH LE,ETHAN M. ERICKSON,MONTANE C HAMILTON,2,9
LE8946,PAUL HANCOCK,ETHAN M. ERICKSON,CHRIS CONDIE,CAMI PURTSCHERT,LORI MCINTOSH LE,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,2,9
LE8947,CHRIS CONDIE,PAUL HANCOCK,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,AARON BULLEN,NICOLE KUNZE,ETHAN M. ERICKSON,CAMI PURTSCHERT,2,9
LE8948,CAMI PURTSCHERT,PAUL HANCOCK,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8949,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8950,PAUL HANCOCK,NICOLE KUNZE,AARON BULLEN,LORI MCINTOSH LE,MICHELLE MILES,CHRIS CONDIE,MONTANE C HAMILTON,ETHAN M. ERICKSON,CAMI PURTSCHERT,2,9
LE8951,MONTANE C HAMILTON,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,LORI MCINTOSH LE,2,9
LE8952,LORI MCINTOSH LE,MICHELLE MILES,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8953,MONTANE C HAMILTON,NICOLE KUNZE,LORI MCINTOSH LE,PAUL HANCOCK,AARON BULLEN,CHRIS CONDIE,CAMI PURTSCHERT,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE8954,ETHAN M. ERICKSON,LORI MCINTOSH LE,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,CAMI PURTSCHERT,2,9
LE8955,CAMI PURTSCHERT,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE8956,NICOLE KUNZE,CAMI PURTSCHERT,MICHELLE MILES,LORI MCINTOSH LE,MONTANE C HAMILTON,ETHAN M. ERICKSON,PAUL HANCOCK,AARON BULLEN,CHRIS CONDIE,2,9
LE8957,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE8958,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE8959,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,MONTANE C HAMILTON,CHRIS CONDIE,2,9
LE8960,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,AARON BULLEN,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE8961,NICOLE KUNZE,MICHELLE MILES,MONTANE C HAMILTON,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,AARON BULLEN,ETHAN M. ERICKSON,CAMI PURTSCHERT,2,9
LE8962,CAMI PURTSCHERT,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,AARON BULLEN,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE8963,CHRIS CONDIE,AARON BULLEN,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,MICHELLE MILES,ETHAN M. ERICKSON,MONTANE C HAMILTON,CAMI PURTSCHERT,2,9
LE8964,NICOLE KUNZE,LORI MCINTOSH LE,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,MICHELLE MILES,AARON BULLEN,2,9
LE8966,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,AARON BULLEN,2,9
LE8967,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8968,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,CHRIS CONDIE,NICOLE KUNZE,MONTANE C HAMILTON,PAUL HANCOCK,LORI MCINTOSH LE,CAMI PURTSCHERT,2,9
LE8969,ETHAN M. ERICKSON,CAMI PURTSCHERT,AARON BULLEN,MONTANE C HAMILTON,CHRIS CONDIE,MICHELLE MILES,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,2,9
LE8970,CHRIS CONDIE,NICOLE KUNZE,AARON BULLEN,PAUL HANCOCK,LORI MCINTOSH LE,MICHELLE MILES,MONTANE C HAMILTON,ETHAN M. ERICKSON,CAMI PURTSCHERT,2,9
LE8971,PAUL HANCOCK,CHRIS CONDIE,MONTANE C HAMILTON,LORI MCINTOSH LE,AARON BULLEN,CAMI PURTSCHERT,NICOLE KUNZE,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE8972,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE8973,CHRIS CONDIE,PAUL HANCOCK,CAMI PURTSCHERT,NICOLE KUNZE,LORI MCINTOSH LE,MICHELLE MILES,skipped,skipped,skipped,2,9
LE8974,MICHELLE MILES,NICOLE KUNZE,MONTANE C HAMILTON,AARON BULLEN,CAMI PURTSCHERT,LORI MCINTOSH LE,PAUL HANCOCK,ETHAN M. ERICKSON,CHRIS CONDIE,2,9
LE8975,MONTANE C HAMILTON,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,AARON BULLEN,NICOLE KUNZE,CAMI PURTSCHERT,MICHELLE MILES,ETHAN M. ERICKSON,2,9
