Cast Vote Record,Precinct,Ballot Style,numCands,numSeats,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,numSeats,numCands
2326,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Washburn, Patricia J.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,1,11
2327,Portland Absentee,Ballot Style 4,11,1,"Grant, Benjamin K.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
2328,Portland Absentee,Ballot Style 1,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.","Houseal, Ian P.","Grant, Benjamin K.",skipped,skipped,skipped,1,11
2329,Portland Absentee,Ballot Style 1,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
2330,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
2331,Portland Absentee,Ballot Style 1,11,1,"Grant, Benjamin K.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
2332,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
2333,Portland Absentee,Ballot Style 5,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
2334,Portland Absentee,Ballot Style 5,11,1,"Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,1,11
2335,Portland Absentee,Ballot Style 4,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
2336,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
2338,Portland Absentee,Ballot Style 5,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,1,11
2339,Portland Absentee,Ballot Style 4,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
2340,Portland Absentee,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
2341,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.","Condrey, Lawson T.","Houseal, Ian P.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,1,11
2342,Portland Absentee,Ballot Style 1,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Grant, Benjamin K.","Condrey, Lawson T.","Emerson, Anthony M.",skipped,skipped,1,11
2343,Portland Absentee,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
2344,Portland Absentee,Ballot Style 4,11,1,"Emerson, Anthony M.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.","Grant, Benjamin K.","Houseal, Ian P.",skipped,1,11
2345,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
2346,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
2347,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Bailey, William M.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.",1,11
2348,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,1,11
2349,Portland Absentee,Ballot Style 2,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
2350,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
2351,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
2352,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
2353,Portland Absentee,Ballot Style 4,11,1,"Bailey, William M.","DiMillo, Steven A.","Grant, Benjamin K.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
2354,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
2355,Portland Absentee,Ballot Style 1,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","DiMillo, Steven A.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,1,11
2356,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.","Houseal, Ian P.","Condrey, Lawson T.",skipped,skipped,skipped,1,11
2357,Portland Absentee,Ballot Style 2,11,1,"Washburn, Patricia J.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,1,11
2358,Portland Absentee,Ballot Style 3,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.",skipped,skipped,1,11
2359,Portland Absentee,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.","Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","Bailey, William M.",1,11
2360,Portland Absentee,Ballot Style 2,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Chann, Marpheen S.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
2361,Portland Absentee,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Houseal, Ian P.","Chann, Marpheen S.","Washburn, Patricia J.",skipped,skipped,skipped,1,11
2362,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.","Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.",1,11
2363,Portland Absentee,Ballot Style 5,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,1,11
2364,Portland Absentee,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Houseal, Ian P.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,1,11
2365,Portland Absentee,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,1,11
2366,Portland Absentee,Ballot Style 1,11,1,"Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Bailey, William M.",skipped,skipped,skipped,skipped,1,11
2367,Portland Absentee,Ballot Style 5,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
2368,Portland Absentee,Ballot Style 5,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
2369,Portland Absentee,Ballot Style 3,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Chann, Marpheen S.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,1,11
2370,Portland Absentee,Ballot Style 2,11,1,"Chann, Marpheen S.","Houseal, Ian P.","DiMillo, Steven A.","Bailey, William M.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,1,11
2371,Portland Absentee,Ballot Style 3,11,1,"Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,1,11
2372,Portland Absentee,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
2373,Portland Absentee,Ballot Style 2,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Bailey, William M.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","Buxton, Catherine A.",skipped,skipped,skipped,1,11
2374,Portland Absentee,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
2375,Portland Absentee,Ballot Style 2,11,1,"Houseal, Ian P.","Chann, Marpheen S.","Bailey, William M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
2376,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","DiMillo, Steven A.","Houseal, Ian P.","Bailey, William M.","Buxton, Catherine A.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Rovelto, Hope R.","Emerson, Anthony M.",1,11
2377,Portland Absentee,Ballot Style 4,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
2378,Portland Absentee,Ballot Style 4,11,1,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
2379,Portland Absentee,Ballot Style 2,11,1,"Grant, Benjamin K.","DiMillo, Steven A.","Houseal, Ian P.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Bailey, William M.","Condrey, Lawson T.","Rovelto, Hope R.",1,11
2380,Portland Absentee,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
2381,Portland Absentee,Ballot Style 1,11,1,"Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
2382,Portland Absentee,Ballot Style 4,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Grant, Benjamin K.","Condrey, Lawson T.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,1,11
2383,Portland Absentee,Ballot Style 1,11,1,"Grant, Benjamin K.","Condrey, Lawson T.","DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,1,11
2384,Portland Absentee,Ballot Style 5,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Houseal, Ian P.",skipped,skipped,1,11
2385,Portland Absentee,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
2387,Portland Absentee,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,1,11
2388,Portland Absentee,Ballot Style 3,11,1,"Washburn, Patricia J.","Grant, Benjamin K.","Buxton, Catherine A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
2389,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Buxton, Catherine A.","Grant, Benjamin K.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,1,11
2390,Portland Absentee,Ballot Style 2,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,1,11
2391,Portland Absentee,Ballot Style 2,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Emerson, Anthony M.","Condrey, Lawson T.","Washburn, Patricia J.","Rovelto, Hope R.","Houseal, Ian P.",1,11
2392,Portland Absentee,Ballot Style 1,11,1,"Houseal, Ian P.","DiMillo, Steven A.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
2393,Portland Absentee,Ballot Style 4,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,1,11
2394,Portland Absentee,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Grant, Benjamin K.",skipped,skipped,skipped,1,11
2395,Portland Absentee,Ballot Style 1,11,1,"Grant, Benjamin K.","Condrey, Lawson T.","Chann, Marpheen S.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
2396,Portland Absentee,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","DiMillo, Steven A.","Bailey, William M.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","Houseal, Ian P.","Rovelto, Hope R.",1,11
2397,Portland Absentee,Ballot Style 5,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Emerson, Anthony M.","Buxton, Catherine A.","Rovelto, Hope R.",skipped,skipped,skipped,skipped,1,11
2398,Portland Absentee,Ballot Style 5,11,1,"Emerson, Anthony M.","Buxton, Catherine A.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Washburn, Patricia J.","Rovelto, Hope R.","Houseal, Ian P.","Chann, Marpheen S.",1,11
2399,Portland Absentee,Ballot Style 1,11,1,"Grant, Benjamin K.","Condrey, Lawson T.","Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,1,11
2400,Portland Absentee,Ballot Style 5,11,1,"Buxton, Catherine A.","Condrey, Lawson T.","Grant, Benjamin K.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
2401,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
2402,Portland Absentee,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
2403,Portland Absentee,Ballot Style 4,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Emerson, Anthony M.","Bailey, William M.","Houseal, Ian P.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.",1,11
2404,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Emerson, Anthony M.","Houseal, Ian P.","Washburn, Patricia J.","Bailey, William M.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.",1,11
2405,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
2406,Portland Absentee,Ballot Style 2,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
2408,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Buxton, Catherine A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
2409,Portland Absentee,Ballot Style 1,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Grant, Benjamin K.","Emerson, Anthony M.","Chann, Marpheen S.",skipped,skipped,skipped,1,11
2410,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Grant, Benjamin K.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,1,11
2411,Portland Absentee,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
2412,Portland Absentee,Ballot Style 2,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
2413,Portland Absentee,Ballot Style 5,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Washburn, Patricia J.","Houseal, Ian P.",skipped,skipped,skipped,skipped,1,11
2414,Portland Absentee,Ballot Style 2,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Buxton, Catherine A.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,1,11
2415,Portland Absentee,Ballot Style 2,11,1,"Grant, Benjamin K.","DiMillo, Steven A.","Houseal, Ian P.","Condrey, Lawson T.","Bailey, William M.","Rovelto, Hope R.","Chann, Marpheen S.","Buxton, Catherine A.","Emerson, Anthony M.",1,11
2416,Portland Absentee,Ballot Style 5,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.","Rovelto, Hope R.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",1,11
2417,Portland Absentee,Ballot Style 1,11,1,"Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
2418,Portland Absentee,Ballot Style 2,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Emerson, Anthony M.",skipped,skipped,1,11
2419,Portland Absentee,Ballot Style 1,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Emerson, Anthony M.","Condrey, Lawson T.","Rovelto, Hope R.","Houseal, Ian P.",1,11
2420,Portland Absentee,Ballot Style 3,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Emerson, Anthony M.","Houseal, Ian P.",skipped,1,11
2421,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
2422,Portland Absentee,Ballot Style 1,11,1,"Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Condrey, Lawson T.","Houseal, Ian P.","Grant, Benjamin K.","Emerson, Anthony M.","Bailey, William M.",1,11
2423,Portland Absentee,Ballot Style 2,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Emerson, Anthony M.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,1,11
2424,Portland Absentee,Ballot Style 1,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,1,11
2425,Portland Absentee,Ballot Style 5,11,1,"Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Condrey, Lawson T.","Grant, Benjamin K.",skipped,skipped,1,11
2426,Portland Absentee,Ballot Style 1,11,1,"Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,1,11
2427,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
2428,Portland Absentee,Ballot Style 3,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
2429,Portland Absentee,Ballot Style 1,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
2430,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
2431,Portland Absentee,Ballot Style 2,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Buxton, Catherine A.","Houseal, Ian P.","Washburn, Patricia J.","DiMillo, Steven A.","Emerson, Anthony M.",1,11
2432,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,1,11
2433,Portland Absentee,Ballot Style 3,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,1,11
2434,Portland Absentee,Ballot Style 2,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,1,11
2435,Portland Absentee,Ballot Style 4,11,1,"Condrey, Lawson T.","Grant, Benjamin K.","Chann, Marpheen S.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,1,11
